State and area;Year;Month;Employment;Unemployment
Iowa;1977;01;1310500   ;55.128   
Kansas;1977;01;1049736   ;45.675   
Kentucky;1977;01;1433142   ;77.065   
Louisiana;1977;01;1448136   ;106.733   
Maine;1977;01;435.759   ;43.834   
Maryland;1977;01;1812177   ;129.855   
Massachusetts;1977;01;2492531   ;239.488   
Michigan;1977;01;3678582   ;358.506   
Minnesota;1977;01;1775327   ;111.116   
Mississippi;1977;01;914.855   ;67.823   
Missouri;1977;01;2025636   ;138.687   
Montana;1977;01;321.329   ;20.626   
Nebraska;1977;01;705.244   ;22.650   
Nevada;1977;01;311.692   ;28.870   
New Hampshire;1977;01;384.242   ;26.118   
New Jersey;1977;01;3008717   ;353.736   
New Mexico;1977;01;457.333   ;45.013   
New York;1977;01;6907949   ;776.734   
New York city;1977;01;2742616   ;331.444   
North Carolina;1977;01;2461717   ;169.976   
North Dakota;1977;01;272.785   ;12.309   
Ohio;1977;01;4423399   ;354.485   
Oklahoma;1977;01;1146952   ;63.626   
Oregon;1977;01;1026636   ;104.366   
Pennsylvania;1977;01;4754499   ;420.779   
Rhode Island;1977;01;405.453   ;39.119   
South Carolina;1977;01;1221010   ;93.118   
South Dakota;1977;01;303.215   ;11.678   
Tennessee;1977;01;1786806   ;125.141   
Texas;1977;01;5495729   ;337.684   
Utah;1977;01;507.568   ;29.642   
Vermont;1977;01;204.595   ;16.787   
Virginia;1977;01;2235660   ;132.694   
Washington;1977;01;1518686   ;157.374   
West Virginia;1977;01;658.618   ;50.051   
Wisconsin;1977;01;2052500   ;118.276   
Wyoming;1977;01;180.462   ;7.057   
Alabama;1977;02;1425519   ;114.021   
Alaska;1977;02;154.151   ;15.908   
Arizona;1977;02;928.545   ;94.173   
Arkansas;1977;02;849.927   ;60.498   
California;1977;02;9257576   ;923.674   
Los Angeles County;1977;02;3137571   ;296.291   
Colorado;1977;02;1193757   ;84.851   
Connecticut;1977;02;1350005   ;116.403   
Delaware;1977;02;244.907   ;24.475   
District of Columbia;1977;02;299.404   ;28.967   
Florida;1977;02;3315211   ;327.177   
Georgia;1977;02;2134005   ;183.029   
Hawaii;1977;02;380.690   ;34.612   
Idaho;1977;02;363.639   ;23.026   
Illinois;1977;02;4896698   ;318.639   
Indiana;1977;02;2312464   ;142.545   
Iowa;1977;02;1316273   ;55.221   
Kansas;1977;02;1052872   ;45.592   
Kentucky;1977;02;1440433   ;76.543   
Louisiana;1977;02;1455407   ;106.940   
Maine;1977;02;436.515   ;43.753   
Maryland;1977;02;1819543   ;128.554   
Massachusetts;1977;02;2496933   ;235.749   
Michigan;1977;02;3695690   ;354.074   
Minnesota;1977;02;1783150   ;110.732   
Mississippi;1977;02;915.568   ;69.169   
Missouri;1977;02;2033162   ;136.642   
Montana;1977;02;322.604   ;20.731   
Nebraska;1977;02;707.462   ;22.839   
Nevada;1977;02;314.431   ;28.262   
New Hampshire;1977;02;386.244   ;26.067   
New Jersey;1977;02;3020321   ;350.549   
New Mexico;1977;02;460.311   ;44.324   
New York;1977;02;6927449   ;768.871   
New York city;1977;02;2745433   ;327.473   
North Carolina;1977;02;2469743   ;169.318   
North Dakota;1977;02;273.346   ;12.536   
Ohio;1977;02;4442618   ;348.649   
Oklahoma;1977;02;1152915   ;63.957   
Oregon;1977;02;1032866   ;102.184   
Pennsylvania;1977;02;4765769   ;419.559   
Rhode Island;1977;02;406.682   ;39.016   
South Carolina;1977;02;1223694   ;94.633   
South Dakota;1977;02;303.874   ;11.739   
Tennessee;1977;02;1794397   ;126.147   
Texas;1977;02;5522799   ;336.980   
Utah;1977;02;509.639   ;29.755   
Vermont;1977;02;205.845   ;16.701   
Virginia;1977;02;2242210   ;132.357   
Washington;1977;02;1523951   ;157.256   
West Virginia;1977;02;661.197   ;50.559   
Wisconsin;1977;02;2057551   ;117.447   
Wyoming;1977;02;181.908   ;7.035   
Alabama;1977;03;1430705   ;115.764   
Alaska;1977;03;154.549   ;16.341   
Arizona;1977;03;934.873   ;93.645   
Arkansas;1977;03;853.232   ;60.534   
California;1977;03;9314250   ;910.094   
Los Angeles County;1977;03;3152166   ;290.816   
Colorado;1977;03;1198006   ;84.534   
Connecticut;1977;03;1357309   ;113.266   
Delaware;1977;03;246.509   ;24.163   
District of Columbia;1977;03;299.474   ;28.709   
Florida;1977;03;3331918   ;324.451   
Georgia;1977;03;2141153   ;177.928   
Hawaii;1977;03;382.290   ;33.891   
Idaho;1977;03;365.573   ;23.124   
Illinois;1977;03;4919338   ;317.360   
Indiana;1977;03;2319985   ;141.782   
Iowa;1977;03;1320614   ;55.260   
Kansas;1977;03;1056231   ;45.209   
Kentucky;1977;03;1447618   ;75.591   
Louisiana;1977;03;1464623   ;106.884   
Maine;1977;03;437.337   ;43.291   
Maryland;1977;03;1826939   ;126.500   
Massachusetts;1977;03;2505037   ;231.327   
Michigan;1977;03;3714184   ;348.402   
Minnesota;1977;03;1792903   ;109.719   
Mississippi;1977;03;916.432   ;70.380   
Missouri;1977;03;2041608   ;134.874   
Montana;1977;03;323.681   ;20.812   
Nebraska;1977;03;709.613   ;23.111   
Nevada;1977;03;317.304   ;27.392   
New Hampshire;1977;03;388.330   ;25.761   
New Jersey;1977;03;3033741   ;344.364   
New Mexico;1977;03;463.479   ;43.372   
New York;1977;03;6951957   ;755.754   
New York city;1977;03;2748001   ;322.255   
North Carolina;1977;03;2480267   ;167.097   
North Dakota;1977;03;273.927   ;12.720   
Ohio;1977;03;4463552   ;340.032   
Oklahoma;1977;03;1158992   ;64.077   
Oregon;1977;03;1040124   ;98.627   
Pennsylvania;1977;03;4779019   ;415.327   
Rhode Island;1977;03;408.031   ;38.575   
South Carolina;1977;03;1226364   ;95.140   
South Dakota;1977;03;304.590   ;11.689   
Tennessee;1977;03;1800677   ;126.087   
Texas;1977;03;5551092   ;332.566   
Utah;1977;03;511.738   ;29.703   
Vermont;1977;03;207.118   ;16.558   
Virginia;1977;03;2248350   ;131.876   
Washington;1977;03;1529930   ;155.844   
West Virginia;1977;03;663.983   ;50.551   
Wisconsin;1977;03;2063288   ;115.375   
Wyoming;1977;03;183.468   ;6.915   
Alabama;1977;04;1436379   ;116.734   
Alaska;1977;04;154.963   ;16.703   
Arizona;1977;04;941.652   ;92.784   
Arkansas;1977;04;856.933   ;60.261   
California;1977;04;9370903   ;895.460   
Los Angeles County;1977;04;3166301   ;285.522   
Colorado;1977;04;1202099   ;83.433   
Connecticut;1977;04;1364425   ;110.003   
Delaware;1977;04;248.093   ;23.646   
District of Columbia;1977;04;299.287   ;28.539   
Florida;1977;04;3351772   ;320.637   
Georgia;1977;04;2148119   ;171.835   
Hawaii;1977;04;383.686   ;32.869   
Idaho;1977;04;367.507   ;23.230   
Illinois;1977;04;4937963   ;317.937   
Indiana;1977;04;2327939   ;141.268   
Iowa;1977;04;1323236   ;55.447   
Kansas;1977;04;1059538   ;44.613   
Kentucky;1977;04;1453931   ;74.442   
Louisiana;1977;04;1474786   ;106.650   
Maine;1977;04;438.142   ;42.558   
Maryland;1977;04;1833610   ;123.747   
Massachusetts;1977;04;2515558   ;226.620   
Michigan;1977;04;3732059   ;343.258   
Minnesota;1977;04;1803405   ;108.119   
Mississippi;1977;04;917.666   ;71.457   
Missouri;1977;04;2050468   ;133.797   
Montana;1977;04;324.823   ;20.906   
Nebraska;1977;04;711.593   ;23.444   
Nevada;1977;04;320.144   ;26.360   
New Hampshire;1977;04;390.405   ;25.207   
New Jersey;1977;04;3047295   ;335.944   
New Mexico;1977;04;466.544   ;42.286   
New York;1977;04;6977815   ;738.709   
New York city;1977;04;2749662   ;316.656   
North Carolina;1977;04;2492422   ;164.236   
North Dakota;1977;04;274.447   ;12.855   
Ohio;1977;04;4484384   ;329.402   
Oklahoma;1977;04;1165110   ;63.764   
Oregon;1977;04;1047965   ;94.183   
Pennsylvania;1977;04;4791748   ;410.224   
Rhode Island;1977;04;409.341   ;37.931   
South Carolina;1977;04;1229025   ;94.394   
South Dakota;1977;04;305.293   ;11.504   
Tennessee;1977;04;1805495   ;125.036   
Texas;1977;04;5578003   ;325.228   
Utah;1977;04;513.643   ;29.533   
Vermont;1977;04;208.360   ;16.354   
Virginia;1977;04;2254172   ;130.904   
Washington;1977;04;1537243   ;153.375   
West Virginia;1977;04;666.586   ;50.136   
Wisconsin;1977;04;2068988   ;112.654   
Wyoming;1977;04;185.068   ;6.701   
Alabama;1977;05;1442398   ;116.663   
Alaska;1977;05;155.348   ;16.975   
Arizona;1977;05;948.785   ;91.605   
Arkansas;1977;05;860.767   ;59.856   
California;1977;05;9425458   ;881.611   
Los Angeles County;1977;05;3178200   ;281.197   
Colorado;1977;05;1205911   ;81.997   
Connecticut;1977;05;1371085   ;106.857   
Delaware;1977;05;249.412   ;22.995   
District of Columbia;1977;05;298.915   ;28.476   
Florida;1977;05;3373835   ;316.247   
Georgia;1977;05;2154717   ;165.628   
Hawaii;1977;05;384.774   ;31.721   
Idaho;1977;05;369.495   ;23.377   
Illinois;1977;05;4952150   ;320.398   
Indiana;1977;05;2334498   ;141.113   
Iowa;1977;05;1325161   ;55.800   
Kansas;1977;05;1062605   ;43.988   
Kentucky;1977;05;1459179   ;73.311   
Louisiana;1977;05;1484511   ;106.628   
Maine;1977;05;438.931   ;41.662   
Maryland;1977;05;1839333   ;120.757   
Massachusetts;1977;05;2526345   ;222.019   
Michigan;1977;05;3748837   ;339.320   
Minnesota;1977;05;1812949   ;106.105   
Mississippi;1977;05;919.212   ;72.346   
Missouri;1977;05;2059251   ;133.346   
Montana;1977;05;326.055   ;21.065   
Nebraska;1977;05;713.338   ;23.865   
Nevada;1977;05;322.831   ;25.266   
New Hampshire;1977;05;392.415   ;24.492   
New Jersey;1977;05;3059508   ;326.600   
New Mexico;1977;05;469.244   ;41.109   
New York;1977;05;7001957   ;720.493   
New York city;1977;05;2750138   ;311.746   
North Carolina;1977;05;2505488   ;161.245   
North Dakota;1977;05;274.898   ;12.963   
Ohio;1977;05;4503693   ;318.480   
Oklahoma;1977;05;1171064   ;63.036   
Oregon;1977;05;1055777   ;89.522   
Pennsylvania;1977;05;4802426   ;405.802   
Rhode Island;1977;05;410.616   ;37.223   
South Carolina;1977;05;1231580   ;92.718   
South Dakota;1977;05;305.925   ;11.188   
Tennessee;1977;05;1809761   ;123.159   
Texas;1977;05;5602796   ;317.578   
Utah;1977;05;515.225   ;29.268   
Vermont;1977;05;209.609   ;16.127   
Virginia;1977;05;2259989   ;129.643   
Washington;1977;05;1545973   ;150.032   
West Virginia;1977;05;668.659   ;49.547   
Wisconsin;1977;05;2073669   ;110.189   
Wyoming;1977;05;186.652   ;6.442   
Alabama;1977;06;1448414   ;115.591   
Alaska;1977;06;155.694   ;17.172   
Arizona;1977;06;955.723   ;90.154   
Arkansas;1977;06;864.595   ;59.503   
California;1977;06;9478129   ;869.805   
Los Angeles County;1977;06;3187840   ;278.117   
Colorado;1977;06;1209567   ;80.904   
Connecticut;1977;06;1377539   ;104.077   
Delaware;1977;06;250.353   ;22.336   
District of Columbia;1977;06;298.471   ;28.476   
Florida;1977;06;3397435   ;311.826   
Georgia;1977;06;2160930   ;160.334   
Hawaii;1977;06;385.472   ;30.770   
Idaho;1977;06;371.613   ;23.557   
Illinois;1977;06;4962047   ;324.793   
Indiana;1977;06;2339464   ;141.272   
Iowa;1977;06;1327693   ;56.295   
Kansas;1977;06;1065321   ;43.471   
Kentucky;1977;06;1463773   ;72.380   
Louisiana;1977;06;1492891   ;107.032   
Maine;1977;06;439.748   ;40.750   
Maryland;1977;06;1844443   ;118.328   
Massachusetts;1977;06;2535716   ;217.886   
Michigan;1977;06;3764233   ;337.340   
Minnesota;1977;06;1820361   ;103.864   
Mississippi;1977;06;920.837   ;73.023   
Missouri;1977;06;2067621   ;133.383   
Montana;1977;06;327.195   ;21.283   
Nebraska;1977;06;714.793   ;24.454   
Nevada;1977;06;325.371   ;24.183   
New Hampshire;1977;06;394.373   ;23.716   
New Jersey;1977;06;3069031   ;317.702   
New Mexico;1977;06;471.568   ;39.905   
New York;1977;06;7022113   ;704.514   
New York city;1977;06;2749330   ;308.539   
North Carolina;1977;06;2518347   ;158.744   
North Dakota;1977;06;275.316   ;13.055   
Ohio;1977;06;4521087   ;308.938   
Oklahoma;1977;06;1176898   ;61.898   
Oregon;1977;06;1063351   ;85.136   
Pennsylvania;1977;06;4810786   ;402.599   
Rhode Island;1977;06;411.942   ;36.536   
South Carolina;1977;06;1234043   ;90.730   
South Dakota;1977;06;306.467   ;10.814   
Tennessee;1977;06;1814204   ;120.965   
Texas;1977;06;5625881   ;312.758   
Utah;1977;06;516.537   ;28.958   
Vermont;1977;06;210.937   ;15.926   
Virginia;1977;06;2266334   ;128.732   
Washington;1977;06;1555195   ;146.463   
West Virginia;1977;06;670.029   ;49.001   
Wisconsin;1977;06;2076817   ;108.426   
Wyoming;1977;06;188.159   ;6.205   
Alabama;1977;07;1454342   ;113.698   
Alaska;1977;07;156.153   ;17.262   
Arizona;1977;07;961.989   ;88.519   
Arkansas;1977;07;868.342   ;59.307   
California;1977;07;9531197   ;859.736   
Los Angeles County;1977;07;3195870   ;275.961   
Colorado;1977;07;1213549   ;80.106   
Connecticut;1977;07;1384345   ;101.680   
Delaware;1977;07;251.028   ;21.775   
District of Columbia;1977;07;298.172   ;28.456   
Florida;1977;07;3422425   ;307.493   
Georgia;1977;07;2167460   ;156.418   
Hawaii;1977;07;385.900   ;30.263   
Idaho;1977;07;374.058   ;23.735   
Illinois;1977;07;4969329   ;329.678   
Indiana;1977;07;2343587   ;141.998   
Iowa;1977;07;1330982   ;56.648   
Kansas;1977;07;1068008   ;43.017   
Kentucky;1977;07;1468088   ;71.795   
Louisiana;1977;07;1499479   ;108.179   
Maine;1977;07;440.598   ;39.915   
Maryland;1977;07;1850084   ;116.708   
Massachusetts;1977;07;2543243   ;214.161   
Michigan;1977;07;3778785   ;336.961   
Minnesota;1977;07;1825937   ;101.445   
Mississippi;1977;07;922.545   ;73.344   
Missouri;1977;07;2075998   ;133.181   
Montana;1977;07;328.229   ;21.564   
Nebraska;1977;07;716.212   ;25.111   
Nevada;1977;07;327.915   ;23.147   
New Hampshire;1977;07;396.476   ;22.963   
New Jersey;1977;07;3076371   ;309.790   
New Mexico;1977;07;473.724   ;38.883   
New York;1977;07;7039090   ;692.511   
New York city;1977;07;2747823   ;307.090   
North Carolina;1977;07;2531170   ;156.661   
North Dakota;1977;07;275.787   ;13.097   
Ohio;1977;07;4536628   ;301.960   
Oklahoma;1977;07;1182950   ;60.272   
Oregon;1977;07;1070796   ;81.524   
Pennsylvania;1977;07;4817772   ;400.271   
Rhode Island;1977;07;413.444   ;35.924   
South Carolina;1977;07;1236729   ;89.049   
South Dakota;1977;07;306.994   ;10.454   
Tennessee;1977;07;1819567   ;119.283   
Texas;1977;07;5649079   ;311.999   
Utah;1977;07;517.873   ;28.658   
Vermont;1977;07;212.406   ;15.786   
Virginia;1977;07;2273625   ;128.632   
Washington;1977;07;1564389   ;142.733   
West Virginia;1977;07;670.851   ;48.760   
Wisconsin;1977;07;2079045   ;107.303   
Wyoming;1977;07;189.613   ;6.053   
Alabama;1977;08;1460345   ;111.439   
Alaska;1977;08;156.805   ;17.340   
Arizona;1977;08;967.428   ;86.480   
Arkansas;1977;08;871.730   ;59.375   
California;1977;08;9586963   ;850.552   
Los Angeles County;1977;08;3203438   ;274.106   
Colorado;1977;08;1217890   ;80.052   
Connecticut;1977;08;1391618   ;99.566   
Delaware;1977;08;251.623   ;21.331   
District of Columbia;1977;08;298.324   ;28.360   
Florida;1977;08;3448538   ;303.102   
Georgia;1977;08;2175258   ;153.643   
Hawaii;1977;08;386.240   ;30.184   
Idaho;1977;08;376.819   ;23.798   
Illinois;1977;08;4977120   ;333.754   
Indiana;1977;08;2348162   ;143.457   
Iowa;1977;08;1335019   ;56.620   
Kansas;1977;08;1070976   ;42.411   
Kentucky;1977;08;1472004   ;71.986   
Louisiana;1977;08;1504683   ;110.344   
Maine;1977;08;441.458   ;39.168   
Maryland;1977;08;1857159   ;115.868   
Massachusetts;1977;08;2550296   ;210.637   
Michigan;1977;08;3793723   ;336.819   
Minnesota;1977;08;1830733   ;98.999   
Mississippi;1977;08;924.346   ;73.401   
Missouri;1977;08;2084787   ;132.140   
Montana;1977;08;329.241   ;21.857   
Nebraska;1977;08;717.818   ;25.722   
Nevada;1977;08;330.606   ;22.134   
New Hampshire;1977;08;398.761   ;22.280   
New Jersey;1977;08;3083716   ;302.732   
New Mexico;1977;08;475.953   ;37.997   
New York;1977;08;7055788   ;684.599   
New York city;1977;08;2747108   ;306.842   
North Carolina;1977;08;2544500   ;154.989   
North Dakota;1977;08;276.413   ;13.097   
Ohio;1977;08;4550019   ;297.597   
Oklahoma;1977;08;1189503   ;57.969   
Oregon;1977;08;1078203   ;78.842   
Pennsylvania;1977;08;4824494   ;398.303   
Rhode Island;1977;08;415.074   ;35.349   
South Carolina;1977;08;1240060   ;87.940   
South Dakota;1977;08;307.555   ;10.199   
Tennessee;1977;08;1825667   ;118.562   
Texas;1977;08;5674441   ;314.533   
Utah;1977;08;519.495   ;28.288   
Vermont;1977;08;213.977   ;15.718   
Virginia;1977;08;2281680   ;129.302   
Washington;1977;08;1573857   ;138.842   
West Virginia;1977;08;671.545   ;49.053   
Wisconsin;1977;08;2081321   ;107.088   
Wyoming;1977;08;191.051   ;5.965   
Alabama;1977;09;1467013   ;109.132   
Alaska;1977;09;157.589   ;17.531   
Arizona;1977;09;972.116   ;84.033   
Arkansas;1977;09;874.376   ;59.618   
California;1977;09;9645317   ;841.050   
Los Angeles County;1977;09;3210968   ;271.945   
Colorado;1977;09;1222319   ;80.727   
Connecticut;1977;09;1398935   ;97.421   
Delaware;1977;09;252.281   ;20.935   
District of Columbia;1977;09;299.049   ;28.164   
Florida;1977;09;3475764   ;298.241   
Georgia;1977;09;2184698   ;151.065   
Hawaii;1977;09;386.614   ;30.286   
Idaho;1977;09;379.667   ;23.630   
Illinois;1977;09;4987757   ;336.667   
Indiana;1977;09;2354777   ;144.766   
Iowa;1977;09;1339473   ;56.165   
Kansas;1977;09;1074193   ;41.581   
Kentucky;1977;09;1475727   ;73.015   
Louisiana;1977;09;1509317   ;113.447   
Maine;1977;09;442.397   ;38.390   
Maryland;1977;09;1865563   ;115.379   
Massachusetts;1977;09;2558216   ;206.828   
Michigan;1977;09;3809417   ;335.091   
Minnesota;1977;09;1835735   ;96.394   
Mississippi;1977;09;926.468   ;73.234   
Missouri;1977;09;2093817   ;130.378   
Montana;1977;09;330.260   ;22.080   
Nebraska;1977;09;719.509   ;26.259   
Nevada;1977;09;333.479   ;21.130   
New Hampshire;1977;09;401.053   ;21.624   
New Jersey;1977;09;3092735   ;295.793   
New Mexico;1977;09;478.359   ;37.023   
New York;1977;09;7072870   ;678.393   
New York city;1977;09;2747754   ;306.881   
North Carolina;1977;09;2558565   ;153.576   
North Dakota;1977;09;277.221   ;13.066   
Ohio;1977;09;4561572   ;293.882   
Oklahoma;1977;09;1196086   ;55.392   
Oregon;1977;09;1085607   ;76.614   
Pennsylvania;1977;09;4832146   ;396.113   
Rhode Island;1977;09;416.620   ;34.720   
South Carolina;1977;09;1244269   ;86.973   
South Dakota;1977;09;308.126   ;10.050   
Tennessee;1977;09;1831288   ;118.286   
Texas;1977;09;5701720   ;318.329   
Utah;1977;09;521.507   ;27.779   
Vermont;1977;09;215.539   ;15.661   
Virginia;1977;09;2289959   ;130.321   
Washington;1977;09;1584096   ;134.581   
West Virginia;1977;09;672.499   ;49.432   
Wisconsin;1977;09;2084487   ;107.690   
Wyoming;1977;09;192.487   ;5.904   
Alabama;1977;10;1474464   ;106.955   
